,channel,artist,title,albumart,time
1239,Alt Nation,@altnation,fb.com/altnation,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527273373.985985
1240,Alt Nation,Portugal. The Man,Live In The Moment,http://www.siriusxm.com/albumart/Live/1830/portugalthem_599334F9_m.jpg,1527273433.9629385
1241,Alt Nation,Bear Hands,Back Seat Driver (Spirit Guide),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527273673.9357195
1242,Alt Nation,Green Day,American Idiot,http://www.siriusxm.com/albumart/Live/1830/greenday_5B06AA4A_m.jpg,1527273913.2578955
1243,Alt Nation,Two Feet,I Feel Like I'm Drowning,http://www.siriusxm.com/albumart/Live/1830/twofeet_5A9785D5_m.jpg,1527274093.991294
1244,Alt Nation,All-American Rejects,Move Along,http://www.siriusxm.com/albumart/Live/1830/allamericanr_5613C82D_m.jpg,1527274273.9566345
1245,Alt Nation,Morgxn,Carry The Weight,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527274513.936757
1246,Alt Nation,Kings Of Leon,Waste A Moment,http://www.siriusxm.com/albumart/Live/1830/kingsofleon_58111CED_m.jpg,1527274753.964207
1247,Alt Nation,Manchester Orchestra,The Gold,http://www.siriusxm.com/albumart/Live/1900/manchesteror_597F7F4F_m.jpg,1527274933.9487033
1248,Alt Nation,Arctic Monkeys,R U Mine?,http://www.siriusxm.com/albumart/Live/1900/arcticmonkey_5B0745DE_m.jpg,1527275293.9292915
1249,Alt Nation,#BottleRockSXM,#BottleRockSXM,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527275413.9548824
1250,Alt Nation,AJR,Burn The House Down,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527275533.9391787
1251,Alt Nation,Black Keys,Tighten Up,http://www.siriusxm.com/albumart/Live/1900/blackkeys_5B081B99_s.jpg,1527275713.2879891
1252,Alt Nation,Muse,Thought Contagion,http://www.siriusxm.com/albumart/Live/1900/muse_5AA3CFF5_m.jpg,1527275953.9582393
1253,Alt Nation,Passion Pit,Take A Walk,http://www.siriusxm.com/albumart/Live/1900/passionpit_56FD15A2_m.jpg,1527276133.9780815
1254,Alt Nation,#BottleRockSXM,#BottleRockSXM,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527276613.2843945
1255,Alt Nation,King Princess,1950,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527276793.8493586
1256,Alt Nation,King Princess,1950,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527276913.9737525
1257,Alt Nation,Silversun Pickups,Lazy Eye,http://www.siriusxm.com/albumart/Live/1930/silversunpic_5B06E299_m.jpg,1527276973.9474018
1258,Alt Nation,Friday DL,w/ @kadeshow,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527277333.9096336
1259,Alt Nation,Walk The Moon,Kamikaze,http://www.siriusxm.com/albumart/Live/1930/walkthemoon_5A983D9B_m.jpg,1527277393.920522
1260,Alt Nation,#BottleRockSXM,#BottleRockSXM,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527277573.91879
1261,Alt Nation,Sofi Tukker,Baby I'm A Queen,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527277633.9440868
1262,Alt Nation,Vance Joy,Saturday Sun,http://www.siriusxm.com/albumart/Live/1930/vancejoy_5AA3E5ED_m.jpg,1527278053.8947403
1263,Alt Nation,Mumford & Sons,I Will Wait,http://www.siriusxm.com/albumart/Live/1930/mumfordsons_547D44E1_m.jpg,1527278233.959025
1264,Alt Nation,#BottleRockSXM,#BottleRockSXM,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527278533.891263
1265,Alt Nation,lovelytheband,these are my friends,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_36.jpg,1527278593.9196491
